   0.677869    -1.63318     1.95531
    3.02853    -5.33962     3.31109
  -0.528641    -1.16393     2.69257
    1.06513    -3.65409     3.58896
   -2.03954     0.27077     2.76877
  -0.479698   -0.989508     2.46921
    1.34772    -4.43747     4.08974
    1.27201    -3.31345     3.04144
    4.13188    -4.85109      1.7192
  -0.102198    -4.64352     5.74572
   0.741065   -0.964818     1.22375
   0.762929    -4.28873     4.52581
    2.07859    -3.19559       2.117
    2.14155    -1.82783    0.686282
   0.623264    -3.11945     3.49618
    0.95877    -2.08512     2.12635
    1.97214      -3.196     2.22386
   -1.43624    0.190386     2.24585
    1.01093    -1.99815     1.98722
    3.26512    -3.14371    0.878583
   0.139617    -2.10681      2.9672
    4.94759    -5.65202     1.70443
    3.54612    -6.25917     3.71305
   0.164664     -3.0676     3.90293
   -1.00304     -4.0436     6.04664
    2.07448    -5.05919     3.98472
  -0.423485    -3.70775     5.13123
   0.498905    -2.52046     3.02155
    1.92923    -3.32624     2.39701
    1.46881    -2.61065     2.14183
   0.621375    -2.31233     2.69095
   -1.84499    -1.13203     3.97702
    0.76191    -2.91944     3.15753
   -1.79852     -1.9642     4.76272
    1.86275    -3.40488     2.54213
   -1.07944    -3.29058     5.37002
    1.83747    -2.25224     1.41477
    1.27142     -3.4578     3.18638
   0.603699     -2.7878      3.1841
    1.10811    -3.82585     3.71774
   -1.38411    -1.22346     3.60757
    3.46901    -3.99499     1.52597
   0.205269    -2.02494     2.81967
    1.53658    -2.51035     1.97377
    3.77243    -4.31581     1.54338
    1.60675    -3.26942     2.66267
    1.38605    -3.46008     3.07403
    2.40387     -3.4881     2.08424
   -1.12837     -4.5477     6.67607
   0.857656    -1.13783     1.28017
    0.86827    -3.92568     4.05741
   -1.47773     -1.1716     3.64933
    3.04544    -4.27846     2.23302
  -0.327982   0.0956949     1.23229
  -0.959695    -3.45868     5.41838
    1.98648    -3.93861     2.95213
    4.24819    -5.67557     2.42738
    1.74708    -0.87771    0.130625
   -1.04862    -1.89972     3.94834
  -0.612674    -2.19124     3.80391
    1.47165    -5.96453     5.49287
    1.10993    -4.18406     4.07413
   0.889783    -3.76898     3.87919
   0.131202     -2.3736      3.2424
   -2.72833    -1.18703     4.91536
    1.03419    -2.66343     2.62924
      1.579     -1.7452      1.1662
    2.38563    -6.44986     5.06422
 -0.0780363    -3.42315     4.50118
    2.69905    -3.66702     1.96797
   -0.96384    -1.43798     3.40182
     1.6471    -3.67158     3.02449
    1.13555    -2.95211     2.81656
    1.81319    -2.64714     1.83396
  0.0442435    -2.94667     3.90243
   0.266886    -1.48878      2.2219
   0.908301    -2.30213     2.39383
 -0.0065796    -2.59418     3.60076
    2.55717    -3.78447      2.2273
    0.59101    -5.21581      5.6248
    1.46205     -1.8719     1.40985
   0.867361    -3.61003     3.74266
   0.276158    -2.58084     3.30468
   -1.03017   -0.597735      2.6279
   -1.26041    -2.59266     4.85307
  -0.195203    -6.24261     7.43781
   -1.55753    -1.17459     3.73212
    1.90411    -1.45146    0.547348
    4.12692    -4.93023     1.80332
   0.724494    -3.15083     3.42634
  -0.239298    -1.51223     2.75153
  -0.395775     -2.5233     3.91908
  -0.335696     -3.0122      4.3479
     3.0052    -5.83188     3.82668
   0.716053    -3.33492     3.61887
     4.2789    -4.87338     1.59448
   0.345975    -3.28201     3.93603
    2.16184    -4.45256     3.29072
   -2.79321    -1.67332     5.46653
 -0.0822458    -2.99432     4.07656
    2.08504    -5.35594      4.2709
     1.0862     -5.2919     5.20569
   0.623744    -3.23679     3.61304
    1.86418    -3.19115     2.32697
 -0.0958223    -2.48489     3.58071
-0.00383622    -5.59608     6.59992
   0.516318    -3.03974     3.52342
    1.50245    -3.74947     3.24702
   -1.32018     -2.7369     5.05708
  -0.581624   -0.505804     2.08743
    1.56763    -4.40254     3.83491
   -1.04992     -2.3745     4.42442
    1.04274    -4.68141     4.63867
  -0.697533    -1.31883     3.01636
    1.95818    -1.76971    0.811534
   0.784196    -3.67193     3.88774
    1.49883    -3.97769     3.47886
    1.21041    -6.60897     6.39856
    1.16874    -4.01577     3.84703
  -0.737463    -1.91192     3.64939
   0.659691    -2.88534     3.22565
    1.54027    -2.10574     1.56547
      3.666    -4.77416     2.10816
   0.719761    -1.36627     1.64651
    2.85044    -5.56957     3.71913
    1.43249     -2.7659     2.33341
   0.344941    -1.55715     2.21221
  0.0795963    -3.04008     3.96049
  -0.935593   -0.629176     2.56477
     3.2151    -4.76324     2.54814
   0.135023    -4.53651     5.40148
  -0.170394    -3.72334     4.89373
   -2.01949    -1.13622     4.15571
    1.00902    -3.25146     3.24244
 -0.0519039    -0.68994     1.74184
    1.09311    -4.77736     4.68425
   0.784115    -2.21639     2.43228
    2.10205      -4.924     3.82194
  0.0452156     -1.3738     2.32859
   0.867651    -3.88554     4.01789
    1.50735    -4.91042     4.40308
  -0.327804    -1.68204     3.00984
  -0.566616   -0.815145     2.38176
   -1.45242   0.0586356     2.39378
   0.406519    -2.17073     2.76421
   -1.21547    -1.02257     3.23803
  -0.523385     -1.3504     2.87378
   0.606341    -3.56223     3.95589
  -0.224145    -4.25942     5.48356
    1.36531    -3.52297     3.15766
    0.29868    -4.07956     4.78088
  -0.590876    -3.58116     5.17204
   -1.09495     -2.8933     4.98824
    3.13615    -3.44279     1.30664
    1.16835    -3.08232     2.91398
  -0.132135    0.303655     0.82848
   -1.72508   -0.734625     3.45971
    2.30472    -5.20799     3.90327
   0.500309    -4.70684     5.20653
   0.595663    -3.29229     3.69663
   -1.98839    -1.12726     4.11565
  0.0522839    -2.32734     3.27505
   -1.10295    -2.77501     4.87796
   0.640785    -3.46708     3.82629
  -0.908814    -1.40423     3.31304
   -1.13543    -1.11199     3.24741
  -0.765183   -0.566641     2.33182
   0.896731    -3.98617     4.08944
    1.13347    -2.87787      2.7444
   -2.12617    -1.89211     5.01828
   0.458867    -3.46592     4.00706
