31.5467,0.749863
28.7244,-0.0931725
21.4169,-0.514749
23.0249,-0.334032
35.4772,4.17291
39.0713,6.70303
30.572,0.803784
31.8159,0.484851
26.663,0.158388
31.2349,0.546795
23.6057,0.289788
25.5239,-0.139851
38.846,6.21887
21.2227,0.20234
28.1208,0.0145578
36.2221,4.88531
26.9642,0.557978
37.792,4.86605
26.8466,0.383347
30.9707,-0.36931
22.9063,-0.552537
31.3935,-0.341488
33.4111,1.08539
25.6064,-0.637952
28.9111,0.544637
22.9034,-0.269919
31.4182,-0.736903
27.9707,0.533301
22.4916,-0.313358
25.8693,0.0103401
39.5937,7.64583
28.3251,0.0361304
36.0753,4.32167
26.2046,0.594704
25.4971,-0.11944
27.5347,-0.332965
31.3159,0.766523
23.6919,-0.300409
41.6246,9.34462
29.8737,0.686996
32.2138,0.752625
29.8928,0.272858
29.5305,-0.656221
34.6451,2.85891
29.6167,0.00698326
33.8348,1.98578
23.8777,0.272604
30.1939,-0.517919
35.0273,3.41847
29.4453,0.745182
26.7794,-0.420933
27.5091,0.262384
25.0247,0.13469
30.5869,0.868098
33.0804,0.821048
50.0698,17.9825
25.836,-0.0950737
38.0789,6.01794
23.4564,-0.0852958
33.33,0.801437
21.8844,0.0514161
29.9752,0.59663
45.9289,13.5367
29.9857,-0.307559
30.8905,0.514292
33.5044,1.23979
28.3261,0.190355
41.2057,7.86224
38.2772,6.5283
40.8939,8.64107
32.1254,0.720627
38.6486,6.30987
35.5442,3.35021
41.8545,9.94704
23.7507,0.103411
29.8452,0.482953
34.3756,1.84931
18.6663,-0.338941
41.8943,9.7616
34.3859,1.22914
32.1904,0.57143
46.1372,14.3669
31.4692,0.761393
39.6094,7.85553
32.3634,-0.129821
42.0171,10.1782
42.2916,9.35338
38.1334,5.72216
41.8381,10.1209
25.7657,-0.628038
44.4067,12.0235
36.6935,4.52945
40.474,8.58109
30.7554,0.151515
40.1971,8.92662
26.1299,0.205215
28.6909,0.485314
34.5802,1.03995
31.068,-0.525616
30.434,0.685476
32.0245,-0.127273
34.8276,2.69671
24.9988,0.229584
28.1132,0.213533
21.5585,-0.216137
30.4515,0.7634
22.5353,0.118469
38.9913,6.72979
28.2216,0.0633863
32.8665,0.702615
25.1901,-0.240291
24.2511,0.267256
32.9464,0.701264
28.911,-0.560306
