33.3165,1.84942
31.8268,1.64793
23.2585,0.228272
41.4597,9.39994
38.525,6.91462
42.1501,9.54047
37.6568,5.4981
26.1739,0.244809
22.3505,-0.189935
41.0508,8.85704
44.3086,12.1024
43.4598,10.517
37.6168,5.31827
36.1039,4.75316
32.0492,1.37537
26.1964,0.30677
28.008,0.642042
33.9058,1.09956
38.7392,6.15808
35.7922,3.83823
33.556,1.50797
26.4373,-0.18027
35.4122,3.21519
26.8736,0.0666659
43.6526,11.6155
51.3249,18.1495
41.7535,9.28705
45.1412,11.3201
27.834,0.574967
22.0937,0.27525
33.4879,2.07165
26.1259,-0.26685
24.2623,-0.0344038
32.9456,1.77164
27.2127,-0.0609082
31.5792,0.293381
32.695,2.1761
38.7692,5.08193
27.9564,-0.915739
32.1905,0.703161
28.7419,0.558966
31.8627,1.24881
37.5187,5.78268
28.8523,0.783787
37.3605,4.57221
21.1924,-0.203303
27.467,0.339838
23.4862,0.309846
35.1744,3.58315
47.2581,15.2191
46.6577,14.5761
24.2251,-0.272407
21.3505,-0.198188
28.9595,-0.975715
24.1334,0.270796
28.0317,0.315688
27.0216,0.165781
24.5114,0.0232087
40.4064,7.98517
16.8331,-0.312474
29.1341,0.467383
27.0596,0.273089
38.139,5.83913
25.7678,-0.786484
31.3238,0.915395
31.3751,1.14424
24.4545,-1.16256
29.1044,0.905126
33.9666,1.55087
40.7559,8.44127
40.1052,7.99797
30.077,-0.124913
32.4717,1.51257
34.2081,2.38589
39.9954,7.6975
36.6441,4.96459
30.8467,0.411355
26.8812,0.0129721
20.6686,-0.0689253
39.3138,7.31843
25.2912,0.405893
38.6099,6.13384
32.1522,1.61006
25.9793,0.642423
33.0769,0.660415
21.4984,-0.134453
32.5665,1.66023
24.9688,-0.0773179
36.4224,4.55583
38.6654,6.26325
30.9314,0.762064
29.6344,-0.427993
32.9669,2.07462
39.1324,6.63939
38.4729,7.29632
24.4372,-0.537585
47.3218,15.1591
43.3519,11.0478
31.1304,0.114774
35.0108,2.6384
31.7436,0.947792
34.7007,3.58033
28.6134,0.378504
30.9971,0.479876
27.9055,0.48655
23.3208,-0.149055
47.1479,14.5902
38.4398,6.67868
28.7405,-0.495322
39.1181,7.03082
33.389,1.59678
37.5185,4.58885
33.9786,2.00828
33.0757,1.31731
26.6366,-0.221765
25.3721,-0.553987
35.7473,4.57542
23.5169,-0.164649
24.9361,0.532375
44.3651,11.2458
30.6102,0.260636
30.8981,0.843462
26.2629,0.126354
30.8429,0.435661
36.0921,4.04115
33.3376,0.790405
19.7279,-0.752876
36.286,4.53067
38.2667,6.27867
26.9352,0.376186
41.1315,9.06166
44.8217,13.1554
46.7872,14.4282
36.3457,4.52991
38.4694,6.42206
29.0693,-0.205927
31.5078,0.164216
34.4216,1.96738
34.1691,2.56517
43.1974,10.2184
30.8089,0.527804
27.6009,-0.483935
24.9064,0.0136724
32.6089,2.17275
31.2628,0.550722
25.1132,0.155848
31.0356,0.73721
32.7574,1.33871
27.4755,0.551951
18.0853,0.0317192
24.8298,0.111576
36.2655,3.52539
40.8033,7.87153
23.2929,-0.687508
